,Title,Year,Worldwide,Domestic
1847,The Notebook,2004,116144526,81001787
1848,The Chronicles of Riddick,2004,115900534,57761012
1849,Closer,2004,115505027,33987757
1850,White Chicks,2004,113100873,70831760
1851,Sideways,2004,109706931,71503593
1852,Hidalgo,2004,108040622,67303450
1853,The Stepford Wives,2004,103370127,59484742
1854,Saw,2004,103096345,55185045
1855,Dawn of the Dead,2004,102278712,59020957
1856,Kung Fu Hustle,2004,100912445,17108591
1857,Ladder 49,2004,100572044,74541707
1858,Hellboy,2004,99318987,59623958
1859,The Butterfly Effect,2004,96822421,57938693
1860,Christmas with the Kranks,2004,96572480,73780539
1861,13 Going on 30,2004,96455697,57231747
1862,The Manchurian Candidate,2004,96105910,65955630
1863,Secret Window,2004,92913171,48022900
1864,House of Flying Daggers,2004,92863945,11050094
1865,Downfall,2004,92181574,5509040
1866,Anchorman: The Legend of Ron Burgundy,2004,90649730,85288303
1867,Catwoman,2004,82102379,40202379
1868,The Chorus,2004,82032134,2087128
1869,Exorcist: The Beginning,2004,78110021,41821986
1870,The Ladykillers,2004,76665191,39799191
1871,Tae Guk Gi: The Brotherhood of War,2004,76194339,1111061
1872,Eternal Sunshine of the Spotless Mind,2004,74036715,34400301
1873,Without a Paddle,2004,73029190,58169327
1874,Around the World in 80 Days,2004,72178895,24008137
1875,Anacondas: The Hunt for the Blood Orchid,2004,70992898,32238923
1876,Taxi 2004 Re-release,2004,70778329,36611066
1877,A Cinderella Story,2004,70067909,51438175
1878,A Very Long Engagement,2004,69424389,6524389
1879,Barbershop 2: Back in Business,2004,65991448,65111277
1880,Taking Lives,2004,65470529,32682342
1881,Miracle,2004,64445708,64378093
1882,After the Sunset,2004,62657868,28331233
1883,Two Brothers,2004,62172050,19176754
1884,Friday Night Lights,2004,61950770,61255921
1885,In Good Company,2004,61315215,45806659
1886,Sky Captain and the World of Tomorrow,2004,57947036,37762677
1887,Cellular,2004,57678321,32003620
1888,The Motorcycle Diaries,2004,57663224,16781387
1889,Walking Tall,2004,57223890,46437717
1890,Spanglish,2004,55470154,42726869
1891,The Punisher,2004,54700105,33810189
1892,Open Water,2004,54683487,30610863
1893,Team America: World Police,2004,50826898,32786074
1894,You Got Served,2004,50576805,40363810
1895,Raising Helen,2004,49718611,37486512
1896,Fat Albert,2004,48551322,48116322
1897,Napoleon Dynamite,2004,46118097,44540956
1898,The Sea Inside,2004,43685449,2104923
1899,Wimbledon,2004,41682237,17001133
1900,Twisted,2004,40954603,25198598
1901,Bad Education,2004,40350837,5211842
1902,Crimson Rivers 2: Angels of the Apocalypse,2004,40152148,152148
1903,The Prince and Me,2004,37666766,28176497
1904,Garden State,2004,35825316,26782316
1905,Jersey Girl,2004,35492921,25268157
1906,Alfie,2004,35060882,13399812
1907,Flight of the Phoenix,2004,35021497,21009180
1908,The Life Aquatic with Steve Zissou,2004,34808403,24020403
1909,Hotel Rwanda,2004,33882243,23530892
1910,Confessions of a Teenage Drama Queen,2004,33251890,29331068
1911,Johnson Family Vacation,2004,31326183,31203964
1912,The Girl Next Door,2004,30381722,14589444
1913,Godsend,2004,30120671,14379751
1914,Shaun of the Dead,2004,30076102,13542874
1915,Yu-Gi-Oh!: The Movie - Pyramid of Light,2004,29144802,19765868
1916,Agent Cody Banks 2: Destination London,2004,28818995,23630159
1917,Thunderbirds,2004,28283637,6880917
1918,Dirty Dancing: Havana Nights,2004,27685016,14161590
1919,Ella Enchanted,2004,27388767,22918387
1920,The Whole Ten Yards,2004,26170671,16328471
1921,The Alamo,2004,25819961,22414961
1922,Seed of Chucky,2004,24829644,17083732
1923,Bride & Prejudice,2004,24716440,6605592
1924,Harold & Kumar Go to White Castle,2004,23936908,18250550
1925,Birth,2004,23925492,5095038
1926,EuroTrip,2004,22605153,17771387
1927,NASCAR: The IMAX Experience,2004,22248831,21583831
1928,Little Black Book,2004,22035509,20698668
1929,Mr 3000,2004,21839377,21811187
1930,Wicker Park,2004,21568818,13001257
1931,Win a Date with Tad Hamilton!,2004,21513434,17071962
1932,The Merchant of Venice,2004,21417725,3765585
1933,New York Minute,2004,21289826,14071441
1934,Mindhunters,2004,21148829,4480744
1935,Super Size Me,2004,20645757,11536423
1936,Ladies in Lavender,2004,20377075,6765081
1937,Melinda and Melinda,2004,20129327,3826280
1938,I Heart Huckabees,2004,20072172,12785432
1939,2046,2004,19470239,1444588
1940,Vanity Fair,2004,19463185,16136476
1941,Look at Me,2004,18729751,1737308
1942,De-Lovely,2004,18611951,13456633
1943,My Baby's Daddy,2004,18490423,17669317
1944,Kinsey,2004,17050017,10254979
1945,Catch That Kid,2004,16951702,16703799
1946,Paparazzi,2004,16796512,15714234
1947,What the #$*! Do We (K)now!?,2004,15998178,10942306
1948,Before Sunset,2004,15936507,5820649
1949,Surviving Christmas,2004,15125687,11663156
1950,Raise Your Voice,2004,14867514,10411980
1951,Soul Plane,2004,14821824,14190750
1952,Welcome to Mooseport,2004,14615099,14470947
1953,Envy,2004,14494036,13562325
1954,Being Julia,2004,14339171,7739049
1955,RRRrrrr!!!,2004,13315054,54361
1956,Vera Drake,2004,13267869,3775283
1957,Maria Full of Grace,2004,12594630,6529624
1958,Breakin' All the Rules,2004,12544254,12264319
1959,The Clearing,2004,12520799,5763875
1960,Casshern,2004,12353768,
1961,Chasing Liberty,2004,12313323,12195626
1962,Don't Move,2004,12071007,337265
1963,The Cookout,2004,12009070,11814019
1964,Layer Cake,2004,11850214,2339957
1965,Suspect Zero,2004,11416075,8725813
1966,Connie and Carla,2004,11341016,8085771
1967,Head-On,2004,11030861,435395
1968,District B13,2004,10976892,1200216
1969,The Perfect Score,2004,10898337,10391003
1970,Steamboy,2004,10870198,468867
1971,I'm Always Here,2004,10836270,1747060
1972,Carandiru,2004,10781635,216335
1973,First Daughter,2004,10592180,9055921
1974,Intimate Strangers,2004,10484574,2110589
1975,Saved!,2004,10275509,8940582
1976,Sleepover,2004,10143022,9436390
1977,A Day Without a Mexican,2004,10057021,4179890
1978,Ghost in the Shell 2: Innocence,2004,9789651,1043896
1979,Superbabies: Baby Geniuses 2,2004,9448644,9219388
1980,The Story of the Weeping Camel,2004,9328652,1763052
1981,El Crimen Perfecto (The Perfect Crime),2004,9040997,418843
1982,Beyond the Sea,2004,8447615,6318709
1983,The Machinist,2004,8203235,1082715
1984,The Edukators,2004,8152859,175493
1985,Spartan,2004,8112712,4434432
1986,The Hidden Blade,2004,8043781,38147
1987,Coffee and Cigarettes,2004,7929307,2198924
1988,Club Dread,2004,7565807,5001708
1989,5x2,2004,7444906,128752
1990,Dhoom,2004,7312209,245756
1991,Veer-Zaara,2004,6887221,2938532
1992,Woman Thou Art Loosed,2004,6879730,6879730
1993,The Big Bounce,2004,6808550,6489476
1994,R-Point,2004,6744984,
1995,The Door in the Floor,2004,6715067,3854624
1996,Against the Ropes,2004,6596511,5884190
1997,Ae Fond Kiss,2004,6547641,30148
1998,Teacher's Pet,2004,6491969,6491969
1999,Never Die Alone,2004,5923000,5645298
2000,Lakshya,2004,5859242,753600
2001,Untold Scandal,2004,5762801,63332
2002,Nathalie...,2004,5254422,31008
2003,Silmido,2004,4855181,298347
2004,The Woodsman,2004,4678405,1576231
2005,Blood and Bones,2004,4649617,
2006,The Keys to the House,2004,4537451,
2007,Walk on Water,2004,4444265,2713932
2008,The Assassination of Richard Nixon,2004,4426087,708776
2009,Santa vs. the Snowman 3D 2004 Re-release,2004,4243755,1926034
2010,Changing Times,2004,4178714,545255
2011,Schultze Gets the Blues,2004,4034232,595071
2012,Camping sauvage,2004,3900099,3894585
2013,Benji: Off the Leash!,2004,3817362,3817362
2014,Donnie Darko 2004 Director's Cut,2004,3782231,753147
2015,Kings & Queen,2004,3761583,290973
2016,Born Into Brothels: Calcutta's Red Light Kids,2004,3529201,3515061
2017,Head in the Clouds,2004,3510605,398278
2018,3-Iron,2004,3403957,241914
2019,We Don't Live Here Anymore,2004,3361213,2041014
2020,The Work and the Glory,2004,3347647,3347647
2021,Clifford's Really Big Movie,2004,3255426,2922354
2022,The Final Cut,2004,3222439,551281
2023,Riding Giants,2004,3216111,2276368
2024,Machuca,2004,3187700,26676
2025,The Bridesmaid,2004,3162662,111728
2026,Genesis,2004,3139313,16413
2027,The Corporation 2004 Re-release,2004,2992149,1879983
2028,Clean,2004,2971219,138711
2029,Bon voyage 2004 Re-release,2004,2788330,2354559
2030,My Summer of Love,2004,2766976,1000915
2031,Ma vie en cinémascope,2004,2750263,2750263
2032,Control Room,2004,2724826,2589616
2033,Bobby Jones: Stroke of Genius,2004,2707913,2694071
2034,Up and Down,2004,2705163,245127
2035,Thérèse: The Story of Saint Thérèse of Lisieux,2004,2689828,2627016
2036,Highwaymen,2004,2442378,371396
2037,Red Lights,2004,2373828,673828
2038,Lost Embrace,2004,2298732,190860
2039,Noel,2004,2280924,
2040,Nobody Knows,2004,2265264,684118
2041,Dans une galaxie près de chez vous - Le film,2004,2259688,2259688
2042,Stage Beauty,2004,2153070,782383
2043,Summer Storm,2004,2085166,95204
2044,Battle of the Brave,2004,2057293,1599716
2045,Mujhse Shaadi Karogi,2004,1998096,915728
2046,Metallica: Some Kind of Monster,2004,1980444,1222708
2047,Swades,2004,1953889,1223240
2048,A Dirty Shame,2004,1914166,1339668
2049,Hum Tum,2004,1878702,796641
2050,The Five of Us,2004,1852272,1852272
2051,A Love Song for Bobby Long,2004,1841260,164308
2052,Elvis Gratton 3: Le retour d'Elvis Wong,2004,1838920,1838920
2053,Enduring Love,2004,1828184,358362
2054,Brodeuses - A Common Thread,2004,1812833,26042
2055,The Bridge of San Luis Rey,2004,1800141,49981
2056,Mondovino,2004,1788325,209618
2057,The Blue Butterfly,2004,1755355,1755355
2058,Going the Distance,2004,1752950,1230897
2059,Appleseed,2004,1647770,129135
2060,In My Father's Den,2004,1614675,
2061,The Corporation,2004,1613533,1613533
2062,Two 2004 Re-release,2004,1585139,47806
2063,After Midnight,2004,1576003,50469
2064,9 Songs,2004,1574623,66853
2065,Eros,2004,1553020,188392
2066,A Home at the End of the World,2004,1548955,1029872
2067,The Blind Swordsman: Zatoichi 2004 Re-release,2004,1532969,862894
2068,She Hate Me,2004,1522377,366037
2069,The Blind Swordsman: Zatoichi Canadian Release,2004,1496523,255269
2070,In My Country,2004,1491434,163893
2071,Modigliani,2004,1466013,205165
2072,Monica la mitraille,2004,1435015,1435015
2073,Criminal,2004,1398053,929233
2074,Silver City,2004,1384395,1020656
2075,Le dernier tunnel,2004,1352489,1352489
2076,The Rider Named Death,2004,1338136,3375
2077,Saints and Soldiers,2004,1310470,1310470
2078,Festival Express,2004,1281754,1174079
2079,The Holy Girl,2004,1261792,304124
2080,Seducing Doctor Lewis 2004 Re-release,2004,1239278,489838
2081,Rory O'Shea Was Here,2004,1226577,23844
2082,The Best Two Years,2004,1163450,1163450
2083,The Reckoning,2004,1152528,257252
2084,Les aimants,2004,1150414,1150414
2085,Paper Clips,2004,1121744,1121744
2086,Sacred Planet,2004,1108356,1108356
2087,Breaking News,2004,1028420,
2088,Ma Mère,2004,1022148,71616
2089,Saraband,2004,975181,645634
2090,Khakee,2004,924170,587877
2091,Code 46,2004,886018,285585
2092,The Battle of Algiers 2004 Re-release,2004,865058,822941
2093,Latter Days,2004,865028,834685
2094,Monty Python's Life of Brian 2004 Re-release,2004,846635,646951
2095,Gold Diggers,2004,829140,527000
2096,The Saddest Music in the World,2004,824777,699225
2097,Mean Creek,2004,802948,603951
2098,My Mother Likes Women 2004 Re-release,2004,801048,82916
2099,Twin Sisters 2004 Re-release,2004,794365,1563
2100,Fade to Black,2004,742076,728921
2101,Kyun! Ho Gaya Na...,2004,696718,336909
2102,Close Your Eyes,2004,691495,41392
2103,Masti,2004,683021,308566
2104,Travelers and Magicians,2004,668639,506793
2105,American Masters: The Life and Times of Allen Ginsberg 2004 Re-release,2004,646951,646951
2106,Miss Minoes 2004 Re-release,2004,645970,256770
2107,Going Upriver: The Long War of John Kerry,2004,614138,614138
2108,Tarnation,2004,592014,592014
2109,Touch of Pink,2004,581055,564535
2110,Around the Bend,2004,579350,193637
2111,The Twilight Samurai 2004 Re-release,2004,572565,559765
2112,Yuva,2004,567746,331166
2113,Kitchen Stories 2004 Re-release,2004,561380,351235
2114,Primer,2004,545436,424760
2115,The Last Shot,2004,538526,464275
2116,À Tout de Suite,2004,494030,248565
2117,L'incomparable mademoiselle C.,2004,493905,493905
2118,I'll Sleep When I'm Dead,2004,490964,360759
2119,Brothers,2004,489706,389220
2120,Asa Nu Maan Watna Da: In Search of Our Roots,2004,487893,235075
2121,Producing Adults,2004,474752,935
2122,Outfoxed: Rupert Murdoch's War on Journalism,2004,461572,461572
2123,Shade,2004,458144,25032
2124,Aitraaz,2004,440684,91998
2125,Short Cut to Nirvana: Kumbh Mela,2004,439651,381225
2126,Moolaadé,2004,434553,215646
2127,In the Realms of the Unreal,2004,417120,417120
2128,Godzilla,2004,412520,412520
2129,The Brown Bunny,2004,402599,366301
2130,Crimson Gold,2004,400768,148959
2131,Still We Believe: The Boston Red Sox Movie,2004,396803,396803
2132,The Yes Men,2004,394154,255364
2133,End of the Century,2004,391950,391950
2134,The Hunting of the President,2004,376612,376612
2135,Baadasssss!,2004,365727,365727
2136,"Broadway: The Golden Age, by the Legends Who Were There",2004,353580,353580
2137,Bear Cub,2004,345693,100133
2138,Anatomy of Hell,2004,345365,34506
2139,The United States of Leland,2004,343847,343847
2140,Wooly Boys,2004,335726,335726
2141,I Am David,2004,329577,288552
2142,Bukowski: Born into This,2004,329097,318816
2143,America's Heart & Soul,2004,314402,314402
2144,Hair Show,2004,305281,305281
2145,Zhou Yu de huo che 2004 Re-release,2004,298429,142562
2146,Mickey,2004,294758,294758
2147,Imaginary Heroes,2004,291118,228767
2148,Notre musique,2004,285354,139922
2149,The Five Obstructions,2004,279032,165845
2150,P.S.,2004,273023,180503
2151,This Old Cub,2004,270014,270014
2152,Gilles' Wife,2004,267402,32799
2153,Riding the Bullet,2004,264505,134711
2154,James' Journey to Jerusalem,2004,259026,64967
2155,Malevolence,2004,258782,127287
2156,Mayor of the Sunset Strip,2004,257315,257315
2157,Greendale,2004,255947,255947
2158,Testosterone,2004,248128,185078
2159,Uncovered: The War on Iraq,2004,238924,238924
2160,The Great Role,2004,231162,11419
2161,Dig!,2004,228828,127067
2162,Guiana 1838,2004,227241,227241
2163,This So-Called Disaster: Sam Shepard Directs the Late Henry Moss,2004,226658,226658
2164,The Agronomist,2004,226189,226189
2165,The Delicate Art of Parking,2004,213008,213008
2166,The Home Teachers,2004,203917,203917
2167,Lightning in a Bottle,2004,201711,201711
2168,The Snow Walker,2004,201149,201149
2169,Independent Lens: Imelda,2004,200992,200992
2170,Or (My Treasure),2004,200175,29194
2171,Sky Blue,2004,197221,74663
2172,Days of Being Wild,2004,188630,146310
2173,Fida,2004,181865,98297
2174,Bush's Brain,2004,177485,177485
2175,Stateside,2004,174318,174318
2176,Baptists at Our Barbecue,2004,173306,173306
2177,Phir Milenge,2004,166484,91968
2178,Face,2004,162717,108151
2179,Danny Deckchair 2004 Re-release,2004,160276,160276
2180,When Will I Be Loved,2004,159429,159429
2181,Dev,2004,158357,84728
2182,Dans l'oeil du chat,2004,155714,155714
2183,The Boys & Girl from County Clare,2004,151869,142872
2184,Undertow,2004,143597,143597
2185,The Lost Skeleton of Cadavra,2004,143121,143121
2186,Fear and Trembling 2004 Re-release,2004,138436,126684
2187,Crying Ladies,2004,132920,132920
2188,Robot Stories,2004,131451,131451
2189,Howard Zinn: You Can't Be Neutral on a Moving Train,2004,122011,122011
2190,"Love, Sex and Eating the Bones",2004,116869,116869
2191,Games People Play: New York,2004,113622,113622
2192,Deewaar: Let's Bring Our Heroes Home,2004,111423,111423
2193,Word Wars,2004,110617,110617
2194,In the Face of Evil: Reagan's War in Word and Deed,2004,110577,110577
2195,Monsieur N. 2004 Re-release,2004,108631,37757
2196,Bonjour Monsieur Shlomi,2004,107585,107585
2197,A Slipping-Down Life,2004,107099,107099
2198,Carlos Castaneda: Enigma of a Sorcerer,2004,107040,107040
2199,Almost Peaceful 2004 Re-release,2004,106184,106184
2200,Guerrilla: The Taking of Patty Hearst,2004,105054,105054
2201,Yves Saint Laurent: His Life and Times,2004,99819,99819
2202,Aileen: Life and Death of a Serial Killer,2004,97362,97362
2203,Flavors,2004,93370,93370
2204,Celsius 41.11: The Temperature at Which the Brain... Begins to Die,2004,93000,93000
2205,Eulogy,2004,89781,75076
2206,Seeing Other People,2004,87923,87923
2207,Decoys,2004,84733,84733
2208,Brother to Brother,2004,80906,80906
2209,Ginger Snaps 2: Unleashed,2004,80372,80372
2210,Jack Paradise (Les nuits de Montréal),2004,79974,79974
2211,Bright Leaves,2004,77888,77888
2212,Swimming Upstream 2004 Re-release,2004,76287,54965
2213,Father and Son,2004,73351,39291
2214,The Seagull's Laughter,2004,72527,72527
2215,Hollywood Buddha,2004,72115,72115
2216,Cowboys and Angels,2004,68568,33941
2217,Beyond the Gates,2004,67433,67433
2218,Vodka Lemon,2004,66361,66361
2219,One 2004 Re-release,2004,65172,65172
2220,Her Majesty,2004,63652,63652
2221,The Mudge Boy,2004,62852,62852
2222,Proteus,2004,62031,62031
2223,You I Love,2004,60815,60815
2224,Gozu,2004,58202,58202
2225,Voices of Iraq,2004,57999,57999
2226,Wall,2004,56866,14541
2227,Divan,2004,56214,56214
2228,The Tracker 2004 Re-release,2004,55188,55188
2229,Grand Champion,2004,54579,54579
2230,L.A. Twister,2004,54000,54000
2231,Easy,2004,53825,21589
2232,Hiding and Seeking: Faith and Tolerance After the Holocaust,2004,51936,51936
2233,Asambhav,2004,50611,19504
2234,You'll Get Over It,2004,50256,50256
2235,A Thousand Clouds of Peace,2004,48782,48782
2236,Twist,2004,47370,47370
2237,Straight-Jacket,2004,45497,45497
2238,Lana's Rain,2004,44287,44287
2239,Little Lili 2004 Re-release,2004,42628,34634
2240,Adored,2004,41703,41703
2241,Vlad,2004,41176,
2242,Tom Dowd & the Language of Music,2004,40919,40919
2243,Tying the Knot,2004,40576,40576
2244,Sex Is Comedy 2004 Re-release,2004,40470,40470
2245,Ghost River 2004 Re-release,2004,40029,40029
2246,Justice,2004,39895,39895
2247,Freeze Frame,2004,39663,1100
2248,Incident at Loch Ness,2004,37493,37493
2249,The Umbrellas of Cherbourg,2004,36432,28030
2250,After Freedom,2004,35639,35639
2251,"Goodbye, Dragon Inn",2004,35120,35120
2252,Showboy,2004,34646,34646
2253,L'Age d'Or,2004,32712,32712
2254,Last Life in the Universe,2004,32014,32014
2255,Fabled,2004,31425,31425
2256,The Raspberry Reich,2004,31211,31211
2257,Chooch,2004,31015,31015
2258,The Take,2004,30380,30380
2259,WMD: Weapons of Mass Deception,2004,30210,30210
2260,Gypsy 83,2004,29367,29367
2261,Empathy,2004,29345,29345
2262,Daybreak,2004,29081,6995
